key,seed_index,deep_rm_mean_slowdown,comparator_mean_slowdown,delta
deeprm:p1_lag:Tetris*:20,4,145.58522435897436,510.84571903096906,365.2604946719947
deeprm:p1_lag:Tetris*:20,5,140.04384565434566,488.0999057609058,348.05606010656015
deeprm:p1_lag:Tetris*:20,6,134.00777289377288,484.15756651681653,350.14979362304365
deeprm:p1_lag:Tetris*:20,7,156.41786588411588,442.68500599400596,286.2671401098901
deeprm:p1_lag:Tetris*:20,8,96.70490900765901,387.18512404262407,290.48021503496506
deeprm:p1_lag:Tetris*:20,9,139.3122251082251,566.5699314851815,427.25770637695643
deeprm:p1_lag:Tetris*:20,10,120.61789693639693,423.73951431901435,303.1216173826174
deeprm:p1_lag:Tetris*:20,11,89.3674761904762,496.3579463036963,406.9904701132201
deeprm:p1_lag:Tetris*:20,12,165.02395337995338,454.2038640526141,289.17991067266075
deeprm:p1_lag:Tetris*:20,13,200.33150066600064,532.2485788378289,331.9170781718282
deeprm:p1_lag:Tetris*:20,14,115.7460794205794,563.4014734432235,447.6553940226441
