cell,seed_index,offset,rossi_total_cost,hpa_v2_total_cost,delta_hpa_v2_minus_rossi,rossi_sla_violation_rate,hpa_v2_sla_violation_rate,rossi_action_churn,hpa_v2_action_churn,rossi_mean_replicas,hpa_v2_mean_replicas,rossi_replica_std,hpa_v2_replica_std
p3,12,180045,220.19819999999999,171.729,-48.46919999999997,0.03264183954011497,0.0,nan,42,nan,4.769057735566109,nan,1.2540969448686927
p3,13,184046,210.76399999999995,186.71400000000006,-24.049999999999898,0.03264183954011497,0.00024993751562109475,nan,41,nan,5.160209947513121,nan,0.8466977805735145
p3,14,192048,225.31569999999996,187.65900000000002,-37.656699999999944,0.03264183954011497,0.00024993751562109475,nan,37,nan,5.186453386653337,nan,0.8783698309932741
p3,15,224056,224.80619999999996,186.53400000000005,-38.27219999999991,0.03264183954011497,0.00024993751562109475,nan,43,nan,5.1552111972007,nan,0.9332393732063954
p3,16,240060,194.10769999999997,166.19400000000002,-27.91369999999995,0.03264183954011497,0.00024993751562109475,nan,43,nan,4.590352411897026,nan,0.9432255733143943
p3,17,248062,185.038,158.54399999999998,-26.494000000000028,0.03264183954011497,0.0,nan,27,nan,4.402899275181205,nan,0.8145340543344747
p3,18,256064,220.04359999999997,172.04400000000004,-47.99959999999993,0.03264183954011497,0.00024993751562109475,nan,35,nan,4.752811797050738,nan,1.0612969089932067
p3,19,260065,187.67849999999999,154.494,-33.184499999999986,0.03264183954011497,0.00024993751562109475,nan,39,nan,4.265433641589603,nan,0.9462048098970922
p3,20,276069,212.84449999999998,179.01900000000003,-33.82549999999995,0.03264183954011497,0.00024993751562109475,nan,41,nan,4.946513371657086,nan,1.036035772960056
p3,21,348087,177.72899999999998,142.11899999999997,-35.610000000000014,0.03264183954011497,0.00024993751562109475,nan,25,nan,3.9217695576105975,nan,0.8387208145335647
p3,22,380095,187.8707,160.25400000000002,-27.61669999999998,0.03264183954011497,0.00024993751562109475,nan,39,nan,4.425393651587103,nan,0.9910849806600668
p3,23,392098,210.4859,171.68400000000003,-38.80189999999996,0.03264183954011497,0.00024993751562109475,nan,29,nan,4.742814296425894,nan,0.8682744396962886
p3,24,396099,237.5504,176.31900000000002,-61.23139999999998,0.03264183954011497,0.0,nan,32,nan,4.8965258685328665,nan,1.2136400606621145
p3,25,432108,243.09390000000002,159.714,-83.37990000000002,0.03264183954011497,0.0,nan,34,nan,4.435391152211947,nan,1.0670531863904678
p3,26,436109,202.13129999999998,181.449,-20.68229999999997,0.03264183954011497,0.00024993751562109475,nan,27,nan,5.013996500874781,nan,0.7322363050860915
p3,27,456114,214.68049999999997,185.90400000000002,-28.776499999999942,0.03264183954011497,0.00024993751562109475,nan,41,nan,5.137715571107223,nan,0.9184600088642997
p3,28,492123,203.618,165.78900000000004,-37.82899999999995,0.03264183954011497,0.00024993751562109475,nan,43,nan,4.579105223694077,nan,1.1742906622873754
p3,29,512128,158.1235,130.014,-28.109499999999997,0.03264183954011497,0.00024993751562109475,nan,31,nan,3.585603599100225,nan,0.9132492462524117
