scheme,exp,seed,num_jobs,decision_steps,total_reward,mean_jct,median_jct,p95_jct,reward_implied_mean_jct,makespan,elapsed_seconds
learn,20,10000020,201,5566,-104.99467999999975,52236.159203980096,40206.0,137515.0,52236.15920397997,4934224.0,49.77907061576843
dynamic_partition,21,10000021,201,3458,-134.07784000000015,66705.39303482587,48026.0,165803.0,66705.39303482595,5377870.0,4.637483596801758
learn,21,10000021,201,5657,-135.08281000000014,67205.37810945274,43175.0,187440.0,67205.3781094528,5359084.0,52.038878202438354
dynamic_partition,22,10000022,201,3642,-160.53152000000009,79866.42786069652,65984.0,194176.0,79866.42786069657,4645836.0,5.09073543548584
learn,22,10000022,201,5990,-154.30449000000044,76768.40298507463,56930.0,198642.0,76768.40298507485,4648360.0,55.88409090042114
dynamic_partition,23,10000023,201,3719,-101.04335000000005,50270.32338308458,39020.0,133544.0,50270.32338308459,5587723.0,5.034804344177246
learn,23,10000023,201,5703,-100.81659000000033,50157.50746268657,39513.0,130108.0,50157.507462686735,5548464.0,50.96472382545471
dynamic_partition,24,10000024,201,3750,-164.32671999999963,81754.58706467661,57913.0,248221.0,81754.58706467644,4582480.0,5.180670261383057
learn,24,10000024,201,6210,-156.2635700000001,77743.06965174129,52017.0,234539.0,77743.06965174135,4571629.0,58.809040784835815
dynamic_partition,25,10000025,201,3863,-92.62115999999997,46080.17910447761,41543.0,108313.0,46080.179104477604,4983373.0,4.633317708969116
learn,25,10000025,201,5915,-89.95361000000018,44753.03980099502,36878.0,107147.0,44753.03980099512,4988727.0,52.20803737640381
dynamic_partition,26,10000026,201,3588,-157.04348999999985,78131.0895522388,48221.0,218194.0,78131.08955223873,4809095.0,4.824437856674194
learn,26,10000026,201,5841,-151.66385999999983,75454.65671641791,44144.0,225148.0,75454.65671641783,4854202.0,53.41531252861023
dynamic_partition,27,10000027,201,3600,-100.01788,49760.13930348259,38431.0,131147.0,49760.13930348259,5043962.0,4.5642547607421875
learn,27,10000027,201,5574,-98.52788999999999,49018.850746268654,36940.0,119589.0,49018.85074626865,5037456.0,49.638784408569336
dynamic_partition,28,10000028,201,3763,-163.09484000000006,81141.71144278607,62257.0,195242.0,81141.7114427861,5123513.0,5.306784629821777
learn,28,10000028,201,6322,-157.0598000000001,78139.2039800995,54928.0,221367.0,78139.20398009956,5113878.0,59.69635224342346
dynamic_partition,29,10000029,201,3627,-125.86451999999993,62619.164179104475,48324.0,165588.0,62619.16417910444,5134429.0,4.5699286460876465
learn,29,10000029,201,5625,-126.64374000000026,63006.835820895525,45119.0,177044.0,63006.83582089565,5134900.0,50.279297828674316
